cliente_id,contrato_id,parcela_numero,valor_parcela,vencimento,valor_em_aberto,status,data_pagamento,observacao,emissao
1ff836291d,2136,5.0,90.0,2025-12-05,90.0,ABERTA,,Pedido:2136 NF:0 Moeda:REAL,2025-06-26
1ff836291d,2136,6.0,90.0,2026-01-05,90.0,ABERTA,,Pedido:2136 NF:0 Moeda:REAL,2025-06-26
1ff836291d,2136,7.0,90.0,2026-02-05,90.0,ABERTA,,Pedido:2136 NF:0 Moeda:REAL,2025-06-26
1ff836291d,2214,1.0,260.8,2025-10-10,260.8,ABERTA,,Pedido:2214 NF:0 Moeda:REAL,2025-07-04
1ff836291d,2214,2.0,260.8,2025-11-10,260.8,ABERTA,,Pedido:2214 NF:0 Moeda:REAL,2025-07-04
1ff836291d,2214,3.0,260.8,2025-12-10,260.8,ABERTA,,Pedido:2214 NF:0 Moeda:REAL,2025-07-04
1ff836291d,2214,4.0,260.8,2026-01-10,260.8,ABERTA,,Pedido:2214 NF:0 Moeda:REAL,2025-07-04
1ff836291d,,,27.27,2025-08-01,27.27,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-05
20b4ba4785,,,650.0,2025-12-25,650.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-11-10
20b4ba4785,,,650.0,2026-01-25,650.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-11-10
215e938d58,407,1.0,69.9,2025-05-10,69.9,ABERTA,,Pedido: NF: Moeda:REAL,2024-05-17
220de1a38d,,,27.69,2025-12-05,27.69,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-09-04
220de1a38d,,,300.0,2026-01-05,300.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-09-04
220de1a38d,,,300.0,2026-02-05,300.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-09-04
225651f698,1605,1.0,79.0,2025-12-10,79.0,ABERTA,,Pedido:1605 NF:0 Moeda:REAL,2025-04-03
225651f698,1605,2.0,79.0,2026-01-10,79.0,ABERTA,,Pedido:1605 NF:0 Moeda:REAL,2025-04-03
225651f698,1753,1.0,6.6,2025-08-10,6.6,ABERTA,,Pedido:1753 NF:0 Moeda:REAL,2025-05-02
225651f698,1753,2.0,25.3,2025-09-10,25.3,ABERTA,,Pedido:1753 NF:0 Moeda:REAL,2025-05-02
225651f698,1753,3.0,215.0,2025-11-10,215.0,ABERTA,,Pedido:1753 NF:0 Moeda:REAL,2025-05-02
225651f698,1753,4.0,215.0,2025-12-10,215.0,ABERTA,,Pedido:1753 NF:0 Moeda:REAL,2025-05-02
225651f698,1753,5.0,215.0,2026-01-10,215.0,ABERTA,,Pedido:1753 NF:0 Moeda:REAL,2025-05-02
236ed8c546,,,0.25,2025-10-20,0.25,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-01-23
236ed8c546,,,17.84,2025-11-20,17.84,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-01-23
236ed8c546,,,400.0,2025-12-20,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-01-23
236ed8c546,,,400.0,2026-01-20,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-01-23
23bdcc087f,45,1.0,300.0,2025-01-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,2.0,300.0,2025-02-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,3.0,300.0,2025-03-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,4.0,300.0,2025-04-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,5.0,300.0,2025-05-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,6.0,300.0,2025-06-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,7.0,300.0,2025-07-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,8.0,300.0,2025-08-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,9.0,300.0,2025-09-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,10.0,300.0,2025-10-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,11.0,300.0,2025-11-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,12.0,300.0,2025-12-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
23bdcc087f,45,13.0,300.0,2026-01-27,300.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-04-27
241f00980e,697,1.0,299.0,2025-11-20,299.0,ABERTA,,Pedido:697 NF:0 Moeda:REAL,2024-11-21
241f00980e,697,2.0,299.0,2025-12-20,299.0,ABERTA,,Pedido:697 NF:0 Moeda:REAL,2024-11-21
24bba1182b,2696,1.0,328.0,2025-01-10,328.0,ABERTA,,Pedido: NF: Moeda:REAL,2023-10-11
24bba1182b,2697,1.0,71.68,2025-02-10,71.68,ABERTA,,Pedido: NF: Moeda:REAL,2023-10-11
24daca56d8,,,400.0,2026-01-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-03-26
24e6af73e6,2275,1.0,3.16,2025-11-25,3.16,ABERTA,,Pedido:2275 NF:0 Moeda:REAL,2025-07-10
24e6af73e6,2275,2.0,29.9,2025-12-25,29.9,ABERTA,,Pedido:2275 NF:0 Moeda:REAL,2025-07-10
24e6af73e6,2275,3.0,29.9,2026-01-25,29.9,ABERTA,,Pedido:2275 NF:0 Moeda:REAL,2025-07-10
24e6af73e6,2742,1.0,27.8,2025-12-20,27.8,ABERTA,,Pedido:2742 NF:0 Moeda:REAL,2025-09-29
24e6af73e6,2742,2.0,27.8,2026-01-20,27.8,ABERTA,,Pedido:2742 NF:0 Moeda:REAL,2025-09-29
24e6af73e6,3124,1.0,34.9,2026-01-10,34.9,ABERTA,,Pedido:3124 NF:0 Moeda:REAL,2025-12-09
24e6af73e6,3128,1.0,22.0,2026-01-10,22.0,ABERTA,,Pedido:3128 NF:0 Moeda:REAL,2025-12-10
24e6af73e6,3190,1.0,52.0,2026-01-10,52.0,ABERTA,,Pedido:3190 NF:0 Moeda:REAL,2025-12-20
24ffb547ed,778,1.0,129.9,2025-08-25,129.9,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-06
25b5f9e0e4,2680,1.0,79.9,2026-01-25,79.9,ABERTA,,Pedido:2680 NF:0 Moeda:REAL,2025-09-22
25b5f9e0e4,3236,1.0,29.9,2026-01-25,29.9,ABERTA,,Pedido:3236 NF:0 Moeda:REAL,2025-12-24
25b5f9e0e4,,,12.33,2025-07-10,12.33,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-03-10
25b5f9e0e4,,,25.45,2025-08-10,25.45,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-03-10
25b6e240cf,1559,1.0,13.06,2025-04-10,13.06,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,2.0,12.13,2025-05-10,12.13,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,3.0,39.9,2025-06-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,4.0,39.9,2025-07-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,5.0,39.9,2025-08-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,6.0,39.9,2025-09-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,7.0,39.9,2025-10-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,8.0,39.9,2025-11-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,9.0,39.9,2025-12-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
25b6e240cf,1559,10.0,39.9,2026-01-10,39.9,ABERTA,,Pedido:1559 NF:0 Moeda:REAL,2025-03-22
269b53c116,,,459.0,2026-01-25,459.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-07-26
273b748e8c,2295,1.0,13.83,2025-11-10,13.83,ABERTA,,Pedido:2295 NF:0 Moeda:REAL,2025-07-14
273b748e8c,2295,2.0,299.9,2025-12-10,299.9,ABERTA,,Pedido:2295 NF:0 Moeda:REAL,2025-07-14
273b748e8c,2295,3.0,299.9,2026-01-10,299.9,ABERTA,,Pedido:2295 NF:0 Moeda:REAL,2025-07-14
277baee83f,746,1.0,279.0,2025-01-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
277baee83f,746,2.0,279.0,2025-02-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
277baee83f,746,3.0,279.0,2025-03-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
277baee83f,746,4.0,279.0,2025-04-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
277baee83f,746,5.0,279.0,2025-05-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
277baee83f,746,6.0,279.0,2025-06-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
277baee83f,746,7.0,279.0,2025-07-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
277baee83f,746,8.0,279.0,2025-08-10,279.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-02
278d12aece,,,8.27,2025-09-25,8.27,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-02-01
278d12aece,,,8.04,2025-10-25,8.04,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-02-01
278d12aece,,,66.8,2025-11-25,66.8,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-02-01
278d12aece,,,8.27,2025-12-25,8.27,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-02-01
278d12aece,,,150.0,2026-01-25,150.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-02-01
27eb1f174b,2741,1.0,9.5,2025-12-01,9.5,ABERTA,,Pedido:2741 NF:0 Moeda:REAL,2025-09-29
27eb1f174b,2741,2.0,189.9,2026-01-01,189.9,ABERTA,,Pedido:2741 NF:0 Moeda:REAL,2025-09-29
27eb1f174b,2741,3.0,189.9,2026-02-01,189.9,ABERTA,,Pedido:2741 NF:0 Moeda:REAL,2025-09-29
2843a0a261,1893,1.0,109.9,2026-01-15,109.9,ABERTA,,Pedido:1893 NF:0 Moeda:REAL,2025-05-29
286e2faeb1,2150,1.0,189.9,2026-01-10,189.9,ABERTA,,Pedido:2150 NF:0 Moeda:REAL,2025-06-27
29df2a1d48,17548,1.0,1000.0,2025-01-13,1000.0,ABERTA,,Pedido: NF: Moeda:REAL,2023-12-13
29df2a1d48,17549,1.0,1000.0,2025-02-13,1000.0,ABERTA,,Pedido: NF: Moeda:REAL,2023-12-13
29df2a1d48,17550,1.0,1000.0,2025-03-13,1000.0,ABERTA,,Pedido: NF: Moeda:REAL,2023-12-13
2a4550dec9,,,400.0,2025-01-15,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
2a4550dec9,,,400.0,2025-02-15,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
2a4550dec9,,,400.0,2025-03-15,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
2a4550dec9,,,400.0,2025-04-15,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
2a4550dec9,,,400.0,2025-05-15,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
2a4550dec9,,,400.0,2025-06-15,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
2a5427b767,2380,1.0,110.0,2026-01-10,110.0,ABERTA,,Pedido:2380 NF:0 Moeda:REAL,2025-08-02
2adf1b3f13,2746,1.0,1198.8,2025-10-01,1198.8,ABERTA,,Pedido:2746 NF:0 Moeda:REAL,2025-09-30
2bf76f0670,961,1.0,58.29,2025-08-05,58.29,ABERTA,,Pedido:961 NF:0 Moeda:REAL,2024-12-24
2bf76f0670,961,2.0,51.49,2025-09-05,51.49,ABERTA,,Pedido:961 NF:0 Moeda:REAL,2024-12-24
2bf76f0670,961,3.0,56.44,2025-10-05,56.44,ABERTA,,Pedido:961 NF:0 Moeda:REAL,2024-12-24
2bf76f0670,961,4.0,370.0,2025-11-05,370.0,ABERTA,,Pedido:961 NF:0 Moeda:REAL,2024-12-24
2bf76f0670,961,5.0,370.0,2025-12-05,370.0,ABERTA,,Pedido:961 NF:0 Moeda:REAL,2024-12-24
2bf76f0670,961,6.0,370.0,2026-01-05,370.0,ABERTA,,Pedido:961 NF:0 Moeda:REAL,2024-12-24
2bf76f0670,961,7.0,370.0,2026-02-05,370.0,ABERTA,,Pedido:961 NF:0 Moeda:REAL,2024-12-24
2c7b51730b,,,205.0,2025-12-05,205.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-07-25
2c7b51730b,,,205.0,2026-01-05,205.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-07-25
2c7b51730b,,,205.0,2026-02-05,205.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-07-25
2d6f10fdd3,,,19.59,2025-12-15,19.59,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-04-30
2d6f10fdd3,,,250.0,2026-01-15,250.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-04-30
2db1e18225,3419,1.0,20.0,2026-01-29,20.0,ABERTA,,Pedido:3419 NF:0 Moeda:REAL,2026-01-24
2ddc0a69ae,1839,1.0,54.0,2025-10-25,54.0,ABERTA,,Pedido:1839 NF:0 Moeda:REAL,2025-05-16
2e603f2425,1140,1.0,129.9,2025-01-31,129.9,ABERTA,,Pedido:1140 NF:0 Moeda:REAL,2024-12-31
2e9efcd49d,1776,1.0,129.0,2025-11-10,129.0,ABERTA,,Pedido:1776 NF:0 Moeda:REAL,2025-05-06
2e9efcd49d,1776,2.0,129.0,2025-12-10,129.0,ABERTA,,Pedido:1776 NF:0 Moeda:REAL,2025-05-06
2e9efcd49d,1776,3.0,129.0,2026-01-10,129.0,ABERTA,,Pedido:1776 NF:0 Moeda:REAL,2025-05-06
2e9efcd49d,2907,1.0,20.0,2025-11-10,20.0,ABERTA,,Pedido:2907 NF:0 Moeda:REAL,2025-10-29
2e9efcd49d,2907,2.0,20.0,2025-12-10,20.0,ABERTA,,Pedido:2907 NF:0 Moeda:REAL,2025-10-29
2e9efcd49d,2907,3.0,20.0,2026-01-10,20.0,ABERTA,,Pedido:2907 NF:0 Moeda:REAL,2025-10-29
2f259c5c50,,,270.0,2025-01-05,270.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-02-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-03-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-04-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-05-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-06-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-07-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-08-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-09-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-10-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-11-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2025-12-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2026-01-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2f259c5c50,,,285.0,2026-02-05,285.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-12-05
2fdb8a1868,1656,1.0,81.88,2025-09-10,81.88,ABERTA,,Pedido:1656 NF:0 Moeda:REAL,2025-04-09
2fdb8a1868,1656,2.0,179.8,2025-10-10,179.8,ABERTA,,Pedido:1656 NF:0 Moeda:REAL,2025-04-09
2fdb8a1868,1656,3.0,179.8,2025-11-10,179.8,ABERTA,,Pedido:1656 NF:0 Moeda:REAL,2025-04-09
2fdb8a1868,1656,4.0,179.8,2025-12-10,179.8,ABERTA,,Pedido:1656 NF:0 Moeda:REAL,2025-04-09
2fdb8a1868,1656,5.0,179.8,2026-01-10,179.8,ABERTA,,Pedido:1656 NF:0 Moeda:REAL,2025-04-09
319560746c,1927,1.0,69.9,2025-06-10,69.9,ABERTA,,Pedido:1927 NF:0 Moeda:REAL,2025-06-03
322fc8d022,2868,1.0,190.0,2025-11-17,190.0,ABERTA,,Pedido:2868 NF:0 Moeda:REAL,2025-10-17
324082ccd0,,,442.52,2025-03-20,442.52,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-03-12
32d2749c4f,905,1.0,28.7,2025-01-12,28.7,ABERTA,,Pedido:905 NF:0 Moeda:REAL,2024-12-18
32d2749c4f,905,2.0,220.0,2025-02-12,220.0,ABERTA,,Pedido:905 NF:0 Moeda:REAL,2024-12-18
32d2749c4f,905,3.0,220.0,2025-03-12,220.0,ABERTA,,Pedido:905 NF:0 Moeda:REAL,2024-12-18
32d2749c4f,905,4.0,220.0,2025-04-12,220.0,ABERTA,,Pedido:905 NF:0 Moeda:REAL,2024-12-18
32d2749c4f,905,5.0,220.0,2025-05-12,220.0,ABERTA,,Pedido:905 NF:0 Moeda:REAL,2024-12-18
33adc71377,,,92.33,2025-12-15,92.33,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-06-11
33adc71377,,,350.0,2026-01-15,350.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-06-11
33ddd4ca85,,,85.0,2025-11-10,85.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-10-06
33ddd4ca85,,,85.0,2025-12-10,85.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-10-06
3480eb956f,,,550.0,2025-08-15,550.0,ABERTA,,Pedido: NF: Moeda:REAL,2025-07-21
34f58f6962,,,400.0,2025-01-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-02-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-03-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-04-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-05-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-06-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-07-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-08-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-09-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-10-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-11-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2025-12-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
34f58f6962,,,400.0,2026-01-25,400.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-26
352765dca6,,,120.0,2025-03-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-04-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-05-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-06-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-07-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-08-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-09-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-10-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-11-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2025-12-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2026-01-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
352765dca6,,,120.0,2026-02-07,120.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-11-09
36d43113f0,819,1.0,79.0,2025-11-25,79.0,ABERTA,,Pedido:819 NF:0 Moeda:REAL,2024-12-06
376c56ce6a,2954,1.0,1.31,2025-12-20,1.31,ABERTA,,Pedido:2954 NF:0 Moeda:REAL,2025-11-08
376c56ce6a,2954,2.0,1.41,2026-01-20,1.41,ABERTA,,Pedido:2954 NF:0 Moeda:REAL,2025-11-08
376c56ce6a,552,1.0,149.0,2025-01-15,149.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-06-20
376c56ce6a,552,2.0,149.0,2025-02-15,149.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-06-20
376c56ce6a,552,3.0,149.0,2025-03-15,149.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-06-20
376c56ce6a,552,4.0,149.0,2025-04-15,149.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-06-20
376c56ce6a,552,5.0,149.0,2025-05-15,149.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-06-20
376c56ce6a,552,6.0,149.0,2025-06-15,149.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-06-20
376c56ce6a,808,1.0,0.54,2025-06-10,0.54,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-09
37b326bc0e,1957,1.0,2.37,2026-01-05,2.37,ABERTA,,Pedido:1957 NF:0 Moeda:REAL,2025-06-05
37b326bc0e,1957,2.0,69.9,2026-02-05,69.9,ABERTA,,Pedido:1957 NF:0 Moeda:REAL,2025-06-05
37b326bc0e,2497,1.0,75.0,2026-01-05,75.0,ABERTA,,Pedido:2497 NF:0 Moeda:REAL,2025-08-21
37b326bc0e,2497,2.0,75.0,2026-02-05,75.0,ABERTA,,Pedido:2497 NF:0 Moeda:REAL,2025-08-21
37fd4798c9,2448,1.0,85.0,2026-01-10,85.0,ABERTA,,Pedido:2448 NF:0 Moeda:REAL,2025-08-13
38759c413c,2860,1.0,49.9,2025-10-17,49.9,ABERTA,,Pedido:2860 NF:0 Moeda:REAL,2025-10-16
38ae3165f5,1210,1.0,75.0,2025-04-05,75.0,ABERTA,,Pedido:1210 NF:0 Moeda:REAL,2025-01-15
38ae3165f5,1210,2.0,75.0,2025-05-05,75.0,ABERTA,,Pedido:1210 NF:0 Moeda:REAL,2025-01-15
38ae3165f5,1210,3.0,75.0,2025-06-05,75.0,ABERTA,,Pedido:1210 NF:0 Moeda:REAL,2025-01-15
38ae3165f5,1210,4.0,75.0,2025-07-05,75.0,ABERTA,,Pedido:1210 NF:0 Moeda:REAL,2025-01-15
38ae3165f5,1210,5.0,75.0,2025-08-05,75.0,ABERTA,,Pedido:1210 NF:0 Moeda:REAL,2025-01-15
38ae3165f5,1210,6.0,75.0,2025-09-05,75.0,ABERTA,,Pedido:1210 NF:0 Moeda:REAL,2025-01-15
38ae3165f5,1218,1.0,175.0,2025-04-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,2.0,175.0,2025-05-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,3.0,175.0,2025-06-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,4.0,175.0,2025-07-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,5.0,175.0,2025-08-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,6.0,175.0,2025-09-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,7.0,175.0,2025-10-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,8.0,175.0,2025-11-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,9.0,175.0,2025-12-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
38ae3165f5,1218,10.0,175.0,2026-01-05,175.0,ABERTA,,Pedido:1218 NF:0 Moeda:REAL,2025-01-16
39def6fc09,2443,1.0,0.58,2025-11-05,0.58,ABERTA,,Pedido:2443 NF:0 Moeda:REAL,2025-08-12
39def6fc09,2443,2.0,149.0,2026-02-05,149.0,ABERTA,,Pedido:2443 NF:0 Moeda:REAL,2025-08-12
39def6fc09,,,47.97,2025-11-25,47.97,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-09-30
39def6fc09,,,750.0,2025-12-25,750.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-09-30
3abafb2c68,641152,1.0,314.9,2025-05-03,314.9,ABERTA,,Pedido:1754 NF:641152 Moeda:REAL,2025-05-02
3d85ef7a9a,,,135.0,2026-02-01,135.0,ABERTA,,Pedido:0 NF: Moeda:REAL,2025-06-04
3f0793a292,797,1.0,3.13,2025-01-10,3.13,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-08
3f0793a292,797,2.0,30.0,2025-02-10,30.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-08
3f0793a292,797,3.0,30.0,2025-03-10,30.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-08
3f0793a292,797,4.0,30.0,2025-04-10,30.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-08
3f0793a292,797,5.0,30.0,2025-05-10,30.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-08
3f0793a292,797,6.0,30.0,2025-06-10,30.0,ABERTA,,Pedido: NF: Moeda:REAL,2024-08-08
3fdfed8ad2,,,9.76,2025-06-15,9.76,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
3fdfed8ad2,,,10.39,2025-07-15,10.39,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
3fdfed8ad2,,,11.02,2025-08-15,11.02,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
3fdfed8ad2,,,10.39,2025-09-15,10.39,ABERTA,,Pedido:0 NF: Moeda:REAL,2024-10-15
405133c585,2966,1.0,1.8,2025-12-05,1.8,ABERTA,,Pedido:2966 NF:0 Moeda:REAL,2025-11-12
